State,District,Village,PIN_Code,Survey_Number,Land_Area,Land_Type,Guidance_Value_Per_Sqft,Total_Guidance_Value,Market_Value_Per_Sqft,Total_Market_Value,Nearby_Avg_Value_Per_Sqft,Total_Nearby_Avg_Value,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Total_Income,Credit_History,Property_Area,Loan_Amount,Loan_Amount_Term,LTV_Ratio,DTI_Ratio,Risk_Score,Loan_Approved
Karnataka,Bengaluru Urban,Yelahanka,560064,319/1,95903,Agricultural,1589,152389867,5586,535714158,5789,555182467,Female,No,1,Graduate,No,25806,16964,42770,1.0,Rural,454416860,180,0.8482450075549431,107.7624120593225,63,0
Tamil Nadu,Chennai,Tambaram,600045,352/7,11978,Commercial,6375,76359750,22972,275158616,23866,285866948,Female,No,3,Not Graduate,No,21485,47416,68901,1.0,Urban,82981723,360,0.30157777432635435,9.69056633704111,32,0
Telangana,Hyderabad,Banjara Hills,500034,301/2,1363,Residential,5494,7488322,23698,32300374,23721,32331723,Male,Yes,0,Graduate,No,29037,14257,43294,1.0,Urban,18808617,240,0.5823033813788039,3.9087635488854726,43,0
Maharashtra,Pune,Hadapsar,411028,165/5,4969,Residential,3421,16998949,9512,47265128,9404,46728476,Female,Yes,3,Graduate,Yes,55501,9621,65122,1.0,Semiurban,23261472,360,0.4921487147987836,2.874098841348201,39,1
Tamil Nadu,Chennai,Guindy,600032,301/10,3280,Commercial,6333,20772240,25231,82757680,25145,82475600,Female,Yes,0,Graduate,No,52842,64141,116983,1.0,Urban,60971681,240,0.7367495198028751,4.689382557082369,49,1
Tamil Nadu,Coimbatore,Saravanampatti,641035,330/8,13635,Commercial,3160,43086600,7437,101403495,7087,96631245,Male,Yes,0,Not Graduate,Yes,51019,32297,83316,1.0,Semiurban,31622442,180,0.31184765377169693,3.849631070886029,32,0
Karnataka,Mysuru,Vijayanagar,570017,442/3,7118,Commercial,2964,21097752,6155,43811290,5994,42665292,Female,No,3,Not Graduate,No,61208,0,61208,1.0,Rural,39854678,360,0.9096896713153162,5.239180386526533,56,1
Maharashtra,Nagpur,Sitabuldi,440012,204/9,40499,Industrial,1501,60788999,3380,136886620,3526,142799474,Male,No,1,Graduate,No,101298,0,101298,1.0,Rural,87059274,240,0.6359954975877117,7.732579963599665,45,1
Karnataka,Mysuru,Vijayanagar,570017,417/5,48997,Industrial,2059,100884823,4887,239448339,4896,239889312,Female,Yes,3,Graduate,No,75051,28675,103726,1.0,Semiurban,187347850,240,0.7824144898328153,16.250672292166314,51,1
Tamil Nadu,Chennai,Tambaram,600045,206/1,39052,Industrial,5213,203578076,17127,668843604,18640,727929280,Male,No,1,Not Graduate,No,62463,0,62463,1.0,Urban,260789136,300,0.3899104879531748,35.0372692004342,35,1
Tamil Nadu,Chennai,Velachery,600042,329/1,60197,Agricultural,1808,108836176,7398,445337406,7553,454667941,Female,No,1,Graduate,No,21342,35093,56435,1.0,Rural,177643694,360,0.3988968624836334,25.327568698505882,45,0
Tamil Nadu,Madurai,Anna Nagar,625020,51/9,5111,Industrial,1437,7344507,2815,14387465,2854,14586794,Female,No,1,Not Graduate,Yes,19864,0,19864,1.0,Rural,9381019,360,0.6520272334285435,3.7999295496318544,46,1
Maharashtra,Mumbai Suburban,Andheri,400053,21/8,9544,Commercial,10655,101691320,43957,419525608,44536,425051584,Male,No,2,Not Graduate,Yes,29137,0,29137,1.0,Urban,127528425,300,0.3039824567753204,36.73040825070481,32,1
Tamil Nadu,Madurai,K K Nagar,625020,439/2,35852,Industrial,1281,45926412,2841,101855532,2847,102070644,Male,No,1,Not Graduate,Yes,12000,28025,40025,1.0,Semiurban,51239151,180,0.5030571240843354,12.984424399780064,40,0
Telangana,Rangareddy,Rajendranagar,500030,37/8,24216,Industrial,2829,68507064,9715,235258440,10054,243467664,Female,No,0,Not Graduate,Yes,24678,42902,67580,1.0,Semiurban,93562675,360,0.397701672254564,11.139781652390365,35,1
Karnataka,Bengaluru Urban,Sarjapur,560035,361/8,6388,Residential,3182,20326616,9462,60443256,8865,56629620,Female,Yes,2,Graduate,Yes,45895,0,45895,1.0,Semiurban,37938000,240,0.6276630762578376,7.437368626875208,45,1
Tamil Nadu,Chennai,Mylapore,600004,478/2,27274,Industrial,4453,121451122,17637,481031538,16640,453839360,Male,No,2,Not Graduate,No,71286,11497,82783,1.0,Urban,439826110,240,0.9143394460759868,47.80244340355051,56,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,53/1,1727,Residential,7593,13113111,37601,64936927,38176,65929952,Male,No,1,Not Graduate,Yes,67712,77925,145637,1.0,Urban,26582908,360,0.4093650443298618,1.4686658610766745,36,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,288/6,84052,Agricultural,813,68334276,2145,180291540,2191,184157932,Male,Yes,0,Not Graduate,Yes,57439,35390,92829,1.0,Rural,57088713,360,0.31664665463504277,4.9483318415656266,42,1
Telangana,Hyderabad,Gachibowli,500032,17/9,14565,Commercial,7540,109820100,27753,404222445,28380,413354700,Male,No,2,Not Graduate,Yes,40205,16077,56282,1.0,Semiurban,128045420,240,0.3167696934790447,20.469384155100478,32,0
Telangana,Hyderabad,Gachibowli,500032,381/1,10094,Commercial,6908,69729352,29215,294896210,29564,298419016,Male,Yes,0,Graduate,No,57337,8922,66259,0.0,Urban,217576958,300,0.7378085937421848,27.556979725672086,89,0
Telangana,Medchal-Malkajgiri,Medipally,500098,395/6,16336,Industrial,2473,40398928,5984,97754624,5670,92625120,Female,Yes,2,Graduate,No,28264,8000,36264,1.0,Semiurban,34745855,120,0.3554395033016546,12.137265791801655,34,1
Telangana,Hyderabad,Banjara Hills,500034,174/5,12864,Commercial,8281,106526784,29076,374033664,28661,368695104,Female,Yes,2,Graduate,Yes,23808,32377,56185,0.0,Urban,157261908,240,0.42044854016134764,25.183344396924724,76,0
Tamil Nadu,Chennai,Velachery,600042,71/6,5549,Residential,4055,22501195,15865,88034885,16583,92019067,Male,No,0,Graduate,No,49179,22709,71888,1.0,Semiurban,61695560,180,0.700808094427567,8.704616194517612,48,0
Telangana,Rangareddy,Narsingi,500075,220/4,5483,Residential,3215,17627845,10239,56140437,10432,57198656,Female,No,3,Graduate,No,40224,8000,48224,1.0,Semiurban,51641772,360,0.9198676526155292,8.616485096695783,56,1
Karnataka,Mysuru,Gokulam,570002,5/10,4189,Commercial,2321,9722669,6143,25733027,6164,25820996,Female,No,3,Not Graduate,No,29040,14635,43675,1.0,Rural,11961963,360,0.4648486553874909,2.203747217597401,38,0
Maharashtra,Nagpur,Somalwada,440025,250/2,56634,Agricultural,573,32451282,1077,60994818,1076,60938184,Female,No,1,Not Graduate,No,24454,0,24454,1.0,Rural,55954527,360,0.9173652587995262,18.41100758348222,66,0
Maharashtra,Nagpur,Somalwada,440025,376/10,4841,Residential,1350,6535350,3031,14673071,3079,14905439,Male,No,0,Not Graduate,No,52038,0,52038,1.0,Semiurban,7097927,180,0.4837383394382812,1.3834486669202655,39,0
Telangana,Rangareddy,Narsingi,500075,276/4,7182,Industrial,3760,27004320,12173,87426486,12763,91663866,Female,Yes,1,Graduate,Yes,21670,15324,36994,1.0,Semiurban,41217581,240,0.4714541655031177,10.02447085015322,38,0
Maharashtra,Nagpur,Dharampeth,440010,356/6,7275,Commercial,2083,15153825,3815,27754125,3765,27390375,Female,No,0,Graduate,Yes,12000,18463,30463,1.0,Semiurban,16175458,240,0.58281275305923,4.777428162152213,43,1
Maharashtra,Pune,Kothrud,411038,49/7,7937,Residential,3206,25446022,10293,81695541,10254,81385998,Male,Yes,1,Not Graduate,Yes,18907,0,18907,1.0,Rural,27800285,300,0.34029133854441335,12.339291310103258,33,1
Karnataka,Dharwad,Navanagar,580025,194/8,70686,Agricultural,419,29617434,914,64607004,908,64182888,Female,Yes,3,Graduate,No,38082,0,38082,1.0,Rural,42145237,180,0.6523323229784808,11.224858350579986,56,0
Tamil Nadu,Chennai,Tambaram,600045,122/3,8465,Industrial,5090,43086850,17534,148425310,17224,145801160,Female,Yes,3,Graduate,Yes,20523,23452,43975,1.0,Urban,129046644,180,0.8694382649428187,29.76411570379111,54,0
Telangana,Rangareddy,Rajendranagar,500030,212/10,3783,Residential,3040,11500320,8169,30903327,8228,31126524,Male,Yes,2,Not Graduate,Yes,33295,0,33295,1.0,Semiurban,23284137,360,0.753450817771174,5.626953970938823,50,1
Tamil Nadu,Madurai,Sellur,625002,262/10,2404,Residential,1316,3163664,2492,5990768,2502,6014808,Female,No,2,Not Graduate,No,99034,29683,128717,1.0,Semiurban,2759147,360,0.4605664916418062,0.17247699058207872,23,1
Tamil Nadu,Chennai,Guindy,600032,44/6,36360,Industrial,5683,206633880,22225,808101000,21446,779776560,Male,Yes,0,Graduate,Yes,12042,0,12042,1.0,Urban,734411408,120,0.9088114084749307,772.5638046787054,56,0
Telangana,Medchal-Malkajgiri,Malkajgiri,500047,384/7,18505,Industrial,2743,50759215,7198,133198990,7012,129757060,Male,No,0,Graduate,Yes,17001,0,17001,1.0,Semiurban,111620394,360,0.8379973001296782,52.82765338785223,53,0
Maharashtra,Nagpur,Manish Nagar,440015,252/5,72915,Agricultural,679,49509285,1287,93841605,1274,92893710,Female,Yes,0,Graduate,No,37538,0,37538,1.0,Rural,42085939,120,0.44847846538856617,14.20232534186897,47,1
Karnataka,Dharwad,Vidyagiri,580004,72/2,75273,Agricultural,466,35077218,976,73466448,987,74294451,Male,Yes,1,Graduate,Yes,20787,0,20787,1.0,Rural,36853018,240,0.5016305946899733,15.951131402325268,50,1
Maharashtra,Nagpur,Manish Nagar,440015,374/8,2029,Residential,1606,3258574,3614,7332806,3657,7420053,Male,Yes,0,Graduate,Yes,12000,49499,61499,1.0,Semiurban,3812439,180,0.5199154321006174,0.6287629850656362,38,1
Telangana,Medchal-Malkajgiri,Kompally,500014,331/6,13915,Commercial,3163,44013145,8170,113685550,8237,114617855,Male,No,2,Not Graduate,No,55945,30109,86054,1.0,Rural,83652253,180,0.7358213334940105,9.85958641175856,49,0
Tamil Nadu,Chennai,Velachery,600042,72/10,10896,Commercial,7076,77100096,28352,308923392,28530,310862880,Male,No,2,Graduate,No,25225,28469,53694,0.0,Urban,104525186,240,0.33835309564385463,17.514810385567632,73,0
Telangana,Rangareddy,Narsingi,500075,158/9,9513,Industrial,3131,29785203,9722,92485386,9722,92485386,Male,Yes,2,Not Graduate,Yes,23798,0,23798,0.0,Semiurban,40426118,300,0.43710817187917667,14.255589218200274,77,0
Maharashtra,Pune,Kothrud,411038,376/7,5341,Residential,3015,16103115,8233,43972453,8066,43080506,Male,No,1,Graduate,Yes,41065,12678,53743,0.0,Semiurban,34423450,360,0.7828412483606498,5.153766336689026,91,0
Tamil Nadu,Chennai,Velachery,600042,456/4,1211,Commercial,7215,8737365,29036,35162596,29521,35749931,Female,No,3,Graduate,No,90198,0,90198,1.0,Urban,12791214,360,0.3637733118453484,1.1410563518681927,34,0
Tamil Nadu,Madurai,Othakadai,625107,331/8,60227,Agricultural,487,29330549,882,53120214,887,53421349,Male,Yes,3,Not Graduate,No,14155,0,14155,1.0,Rural,19911223,120,0.3748332602726337,17.81893027084953,44,1
Telangana,Medchal-Malkajgiri,Alwal,500010,479/10,33337,Industrial,2351,78375287,5193,173119041,5296,176552752,Male,No,1,Not Graduate,Yes,76067,0,76067,1.0,Semiurban,77740408,360,0.44905752452729913,8.223236163818084,37,1
Karnataka,Dharwad,Lakamanahalli,580008,20/5,6626,Industrial,1336,8852336,2602,17240852,2611,17300486,Female,Yes,0,Not Graduate,No,37173,16421,53594,1.0,Semiurban,14694851,120,0.852327425581984,3.473302273705299,54,0
Telangana,Rangareddy,Rajendranagar,500030,86/8,7473,Residential,3231,24145263,9383,70119159,8794,65717562,Male,No,0,Not Graduate,No,40142,34200,74342,1.0,Semiurban,62490266,300,0.8912010196813684,7.054101852220007,55,0
Maharashtra,Pune,Wakad,411057,277/6,39147,Industrial,3075,120377025,8839,346020333,8971,351187737,Male,Yes,1,Not Graduate,Yes,82458,0,82458,1.0,Semiurban,160090506,180,0.46266213494453806,19.69177650165552,38,1
Tamil Nadu,Chennai,Velachery,600042,454/4,14210,Industrial,5278,75000380,21869,310758490,20929,297401090,Male,Yes,0,Graduate,Yes,43821,0,43821,1.0,Semiurban,195682774,180,0.6296940559854053,45.29209711423331,45,0
Tamil Nadu,Coimbatore,Peelamedu,641004,27/10,12930,Commercial,3172,41013960,6862,88725660,7207,93186510,Female,Yes,3,Not Graduate,Yes,21281,22774,44055,1.0,Semiurban,52242462,120,0.5888089420805661,15.021800695648558,43,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,390/2,1989,Residential,2226,4427514,5255,10452195,5505,10949445,Male,Yes,1,Not Graduate,No,108020,0,108020,0.0,Rural,5317738,240,0.5087675842251317,0.44292787493156577,73,0
Telangana,Rangareddy,Kokapet,500089,136/8,2091,Commercial,4521,9453411,14915,31187265,14432,30177312,Female,Yes,2,Graduate,No,81520,0,81520,1.0,Semiurban,21965795,180,0.704319375232166,2.732970051894986,48,0
Telangana,Rangareddy,Kokapet,500089,158/9,94364,Agricultural,1355,127863220,4366,411993224,4352,410672128,Male,No,1,Not Graduate,No,62646,0,62646,1.0,Rural,303811697,360,0.7374191595927801,39.02144792940889,59,0
Telangana,Hyderabad,Gachibowli,500032,315/2,1809,Residential,4487,8116983,19988,36158292,20527,37133343,Male,No,0,Graduate,No,58536,0,58536,0.0,Urban,24318357,180,0.6725527024340641,4.21369702180141,86,0
Telangana,Rangareddy,Gandi Maisamma,500043,17/8,7563,Residential,2866,21675558,9551,72234213,9252,69972876,Female,No,0,Not Graduate,No,55252,44145,99397,0.0,Semiurban,47779418,360,0.6614513540834175,3.867762643465959,86,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,32/4,44851,Industrial,1978,88715278,4561,204565411,4726,211965826,Female,No,2,Graduate,No,27612,0,27612,1.0,Rural,149844889,360,0.7325035462617872,43.66528564500227,49,1
Telangana,Rangareddy,Gandi Maisamma,500043,90/4,2257,Residential,3261,7360077,10509,23718813,10358,23378006,Female,No,0,Graduate,No,16106,22957,39063,1.0,Semiurban,13294645,120,0.5605105533738134,4.311264987609444,42,1
Maharashtra,Nagpur,Wardha Road,440015,247/10,25345,Industrial,1727,43770815,3340,84652300,3429,86908005,Female,Yes,0,Not Graduate,Yes,22235,11695,33930,1.0,Semiurban,54253654,180,0.6408999401079475,16.21799832622315,45,0
Karnataka,Bengaluru Urban,Kengeri,560060,413/7,33185,Agricultural,1256,41680360,3710,123116350,3398,112762630,Male,Yes,0,Graduate,No,23572,0,23572,1.0,Rural,62129763,360,0.5046426652512034,21.207794202960738,50,1
Tamil Nadu,Madurai,Othakadai,625107,71/5,25986,Industrial,1472,38251392,2451,63691686,2439,63379854,Female,No,0,Not Graduate,No,161326,23900,185226,1.0,Semiurban,58603181,300,0.9201072334621507,2.6551119385310074,56,0
Maharashtra,Pune,Hinjawadi,411057,222/6,93873,Agricultural,1281,120251313,4009,376336857,3921,368076033,Female,Yes,2,Not Graduate,No,45122,0,45122,1.0,Rural,205249402,120,0.5453874585555143,57.62184036639748,51,0
Telangana,Rangareddy,Gandi Maisamma,500043,397/10,27489,Agricultural,1326,36450414,4049,111302961,4214,115838646,Female,Yes,1,Graduate,Yes,17441,8000,25441,0.0,Rural,38694516,240,0.34765037382967734,13.68439149178873,83,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,489/7,36867,Industrial,2501,92204367,7115,262308705,6782,250031994,Male,Yes,2,Graduate,No,22216,52204,74420,1.0,Semiurban,209077800,180,0.7970677145464921,28.495112339432946,51,1
Karnataka,Bengaluru Urban,Whitefield,560066,400/2,68628,Agricultural,1325,90932100,4700,322551600,4561,313012308,Male,Yes,0,Not Graduate,Yes,44380,0,44380,1.0,Rural,243036789,120,0.7534818894093224,69.37105294355783,60,0
Karnataka,Mysuru,Hebbal,570016,362/2,9488,Industrial,2241,21262608,5899,55969712,5846,55466848,Male,Yes,1,Graduate,No,52008,34308,86316,1.0,Semiurban,36033073,240,0.6437959337721803,3.755953826306127,45,1
Telangana,Medchal-Malkajgiri,Medchal,501401,464/7,12940,Commercial,3081,39868140,9108,117857520,9355,121053700,Male,No,2,Not Graduate,Yes,25468,0,25468,1.0,Semiurban,94796377,180,0.8043303219005457,37.75278682688174,52,0
Tamil Nadu,Chennai,Adyar,600020,248/6,3840,Residential,5165,19833600,17780,68275200,17264,66293760,Female,No,1,Graduate,Yes,83514,0,83514,1.0,Urban,44596476,120,0.6531870430258717,6.7644863182632875,46,1
Telangana,Hyderabad,Madhapur,500081,5/10,29580,Agricultural,2084,61644720,8368,247525440,7994,236462520,Female,Yes,3,Graduate,No,24842,51212,76054,1.0,Rural,184572894,120,0.7456724205802846,30.742517370253587,59,0
Telangana,Rangareddy,Kokapet,500089,190/5,9547,Commercial,4192,40021024,11245,107356015,11622,110955234,Male,Yes,0,Not Graduate,Yes,47352,8000,55352,0.0,Semiurban,75776832,240,0.705846169867613,12.317239232999308,88,0
Tamil Nadu,Chennai,Tambaram,600045,210/10,83422,Agricultural,1872,156165984,6110,509708420,6185,515965070,Female,Yes,3,Graduate,Yes,23183,0,23183,1.0,Rural,283128745,300,0.5554719794505258,102.48915724647213,52,1
Maharashtra,Mumbai Suburban,Kurla,400070,145/4,2172,Residential,9151,19875972,46599,101213028,48502,105346344,Female,No,1,Not Graduate,No,12444,0,12444,0.0,Urban,57777275,360,0.5708482014785685,37.35848779366626,82,0
Tamil Nadu,Chennai,Tambaram,600045,192/5,2284,Commercial,6164,14078576,22505,51401420,21796,49782064,Male,No,3,Not Graduate,No,72982,21701,94683,1.0,Urban,22429095,180,0.43635166110196955,2.4026574539769636,37,0
Tamil Nadu,Coimbatore,Singanallur,641005,282/8,46693,Agricultural,775,36187075,2100,98055300,2209,103144837,Female,No,3,Not Graduate,No,12000,27596,39596,1.0,Rural,41584273,300,0.42409000839322303,8.813357583088829,46,1
Maharashtra,Mumbai Suburban,Kurla,400070,127/2,4066,Residential,7226,29380916,31560,128322960,31911,129750126,Female,No,1,Graduate,No,26309,9042,35351,1.0,Urban,50940263,360,0.39696920177028333,11.594491732317449,35,1
Tamil Nadu,Madurai,Anna Nagar,625020,485/6,3501,Commercial,1685,5899185,2828,9900828,2829,9904329,Male,No,3,Graduate,Yes,99387,0,99387,1.0,Semiurban,3404362,120,0.3438461914498464,0.4339100591384635,26,1
Telangana,Medchal-Malkajgiri,Medchal,501401,424/2,75538,Agricultural,921,69570498,2231,168525278,2210,166938980,Female,No,1,Not Graduate,No,38730,18470,57200,0.0,Rural,142651281,300,0.8464681541721,20.928747601932162,98,0
Telangana,Medchal-Malkajgiri,Medchal,501401,415/8,41052,Industrial,2568,105421536,7678,315197256,7883,323612916,Male,Yes,3,Not Graduate,No,28576,8884,37460,1.0,Rural,130677344,300,0.4145890914735628,29.27494711539223,36,1
Maharashtra,Pune,Hinjawadi,411057,322/4,46982,Agricultural,1433,67325206,4223,198404986,4082,191780524,Male,No,0,Graduate,No,16601,0,16601,1.0,Rural,121196922,120,0.6108562312037864,92.48065701161711,54,1
Karnataka,Dharwad,Kelageri,580007,279/1,12211,Industrial,1512,18463032,3183,38867613,3272,39954392,Male,No,1,Not Graduate,No,78507,16575,95082,1.0,Rural,25521565,240,0.6566280517406613,2.4150117229777726,46,1
Maharashtra,Mumbai Suburban,Borivali,400092,177/3,68367,Agricultural,3255,222534585,13204,902717868,13181,901145427,Male,Yes,2,Graduate,Yes,36799,8000,44799,1.0,Rural,692815132,360,0.7674769233658284,124.4346357215081,60,0
Tamil Nadu,Madurai,Othakadai,625107,438/4,47716,Industrial,1493,71239988,3356,160134896,3341,159419156,Male,No,3,Graduate,No,16467,0,16467,1.0,Rural,127288604,180,0.7948836086295644,78.40200253950422,51,0
Karnataka,Mysuru,Ramakrishnanagar,570020,386/5,99549,Agricultural,700,69684300,1706,169830594,1618,161070282,Male,Yes,3,Graduate,No,52359,27629,79988,0.0,Rural,142461259,300,0.838843318183295,14.946363268445436,98,0
Karnataka,Bengaluru Urban,Electronic City,560100,205/4,10181,Commercial,5745,58489845,15998,162875638,16168,164606408,Female,No,0,Not Graduate,Yes,103987,49304,153291,1.0,Urban,124705384,180,0.7656478619595645,8.25126744924772,50,1
Telangana,Rangareddy,Kokapet,500089,18/9,24364,Industrial,3175,77355700,9247,225293908,9226,224782264,Male,No,2,Graduate,Yes,31620,0,31620,1.0,Semiurban,140287611,240,0.6226871034613151,39.91790161319161,44,1
Tamil Nadu,Coimbatore,Saravanampatti,641035,234/5,49668,Industrial,2248,111653664,4886,242677848,4847,240740796,Female,No,0,Graduate,Yes,48231,18215,66446,1.0,Semiurban,83220362,360,0.3429252512573789,10.077504357753972,33,0
Karnataka,Mysuru,Ramakrishnanagar,570020,194/6,43091,Industrial,1923,82863993,4869,209810079,4865,209637715,Male,No,2,Not Graduate,Yes,124602,43888,168490,1.0,Rural,92661634,120,0.44164529388504736,6.966576167079569,37,1
Telangana,Hyderabad,Gachibowli,500032,174/7,85107,Agricultural,2103,178980021,7830,666387810,7891,671579337,Female,Yes,0,Not Graduate,Yes,40207,24840,65047,1.0,Rural,483848292,300,0.726076144760211,62.423128998620854,59,0
Telangana,Medchal-Malkajgiri,Kompally,500014,48/9,90051,Agricultural,767,69069117,2215,199462965,2163,194780313,Male,No,2,Graduate,No,86414,31186,117600,1.0,Rural,116065794,120,0.5818914503752614,12.50231654837329,53,1
Telangana,Medchal-Malkajgiri,Kompally,500014,72/1,47136,Industrial,2503,117981408,6171,290876256,5875,276924000,Male,No,1,Not Graduate,No,92519,0,92519,1.0,Semiurban,124031952,300,0.42640796366685907,11.250355396505716,37,1
Karnataka,Bengaluru Urban,Sarjapur,560035,478/10,11323,Commercial,5443,61631089,17528,198469544,17977,203553571,Female,Yes,0,Not Graduate,No,12000,0,12000,1.0,Semiurban,149343967,360,0.7524780074065167,100.13794462704588,50,0
Maharashtra,Nagpur,Manish Nagar,440015,408/10,47848,Industrial,1551,74212248,2990,143065520,3051,145984248,Male,Yes,3,Graduate,No,47893,0,47893,1.0,Semiurban,78951385,240,0.551854737605539,14.831940019380664,42,1
Telangana,Hyderabad,Kondapur,500084,484/8,5553,Residential,4845,26904285,17956,99709668,18314,101697642,Male,Yes,3,Not Graduate,Yes,26655,63185,89840,1.0,Semiurban,76988906,120,0.7721308028023922,10.855553470319652,50,0
Tamil Nadu,Coimbatore,R S Puram,641002,480/10,6330,Residential,2219,14046270,5504,34840320,5295,33517350,Female,Yes,1,Graduate,No,91843,0,91843,1.0,Rural,25456691,180,0.7306675426632132,2.811305273633478,49,1
Tamil Nadu,Coimbatore,Gandhipuram,641012,412/7,7301,Residential,1760,12849760,4591,33518891,4299,31386999,Female,Yes,3,Graduate,Yes,37038,0,37038,1.0,Semiurban,21985028,300,0.6558996238867211,4.981304485126134,46,0
Tamil Nadu,Madurai,Othakadai,625107,322/1,10091,Commercial,1746,17618886,3497,35288227,3690,37235790,Female,No,3,Graduate,No,91251,64207,155458,1.0,Semiurban,21075793,240,0.5972471498780599,1.2197788471629205,43,1
Karnataka,Mysuru,Hebbal,570016,342/2,9073,Commercial,3089,28026497,7489,67947697,7782,70606086,Female,No,0,Not Graduate,Yes,37973,0,37973,1.0,Semiurban,46046224,360,0.6776715920187847,9.756888645960444,47,0
Telangana,Hyderabad,Gachibowli,500032,6/3,61389,Agricultural,2001,122839389,6750,414375750,6686,410446854,Male,No,1,Not Graduate,No,160036,21616,181652,1.0,Rural,203602786,120,0.49134821716763105,14.198324518450848,49,1
Karnataka,Mysuru,J P Nagar,570008,299/7,25943,Industrial,1939,50303477,4508,116951044,4660,120894380,Female,No,3,Graduate,No,31929,0,31929,1.0,Semiurban,90340779,360,0.7724666314222898,22.766210659842194,50,1
Tamil Nadu,Chennai,Velachery,600042,139/4,1971,Residential,4736,9334656,17512,34516152,18762,36979902,Female,Yes,0,Graduate,No,61054,0,61054,1.0,Urban,20709113,120,0.5999832484223618,4.296758464566346,43,0
Tamil Nadu,Madurai,Tallakulam,625002,26/5,8279,Industrial,1539,12741381,3453,28587387,3316,27453164,Male,No,2,Not Graduate,No,29369,0,29369,1.0,Semiurban,26026920,180,0.9104336818191883,8.988469217423795,56,0
Karnataka,Mysuru,Ramakrishnanagar,570020,155/7,11729,Commercial,2641,30976289,5684,66667636,6018,70585122,Male,No,3,Not Graduate,Yes,38223,51311,89534,1.0,Rural,48050691,120,0.7207498852966678,6.79837655154368,48,1
Tamil Nadu,Madurai,Anna Nagar,625020,170/5,6898,Industrial,1318,9091564,2335,16106830,2390,16486220,Male,No,1,Graduate,Yes,36736,0,36736,1.0,Rural,14999768,240,0.9312675430236738,3.6736935434807267,57,1
Telangana,Hyderabad,Madhapur,500081,75/8,89947,Agricultural,1797,161634759,6544,588613168,6187,556502089,Female,No,2,Not Graduate,Yes,13134,27457,40591,0.0,Rural,281382764,180,0.47804361046846305,70.31044686858678,89,0
Tamil Nadu,Coimbatore,Singanallur,641005,114/8,11579,Commercial,2745,31784355,6918,80103522,7021,81296159,Male,Yes,1,Graduate,No,23914,37018,60932,1.0,Semiurban,50430990,360,0.6295726921969798,6.659540988136955,45,0
Tamil Nadu,Madurai,Anna Nagar,625020,363/6,33386,Industrial,1376,45939136,2559,85434774,2537,84700282,Male,Yes,1,Not Graduate,Yes,55144,0,55144,1.0,Rural,58630474,240,0.6862600701676814,9.566110413027449,47,1
Maharashtra,Pune,Hinjawadi,411057,83/10,4848,Residential,3127,15159696,9887,47932176,9881,47903088,Male,Yes,1,Graduate,No,87802,37968,125770,0.0,Semiurban,16811179,300,0.3507284751687468,1.1217206237747008,74,0
Telangana,Hyderabad,Jubilee Hills,500033,195/7,3823,Commercial,6549,25036827,27930,106776390,28444,108741412,Male,No,1,Not Graduate,No,69852,0,69852,1.0,Urban,64147923,240,0.6007687935507091,8.262548149942468,44,0
Maharashtra,Nagpur,Manish Nagar,440015,126/8,14321,Agricultural,607,8692847,1073,15366433,1035,14822235,Male,Yes,2,Not Graduate,No,24307,35681,59988,1.0,Rural,11605153,120,0.7552275144140478,2.450643021546012,60,0
Karnataka,Dharwad,Kelageri,580007,180/5,7774,Residential,1375,10689250,2498,19419452,2518,19574932,Male,Yes,0,Not Graduate,Yes,118310,14571,132881,1.0,Semiurban,14014484,180,0.7216724756187765,1.0697107047260281,48,1
Maharashtra,Mumbai Suburban,Bandra,400050,491/5,5745,Residential,8431,48436095,42382,243484590,42328,243174360,Male,No,0,Graduate,No,106920,15841,122761,1.0,Urban,225855375,180,0.9275961776472178,18.66045077148509,57,1
Maharashtra,Nagpur,Manish Nagar,440015,343/3,2067,Commercial,2566,5303922,5453,11271351,5272,10897224,Male,No,2,Not Graduate,Yes,21781,26310,48091,0.0,Semiurban,6596157,300,0.5852144077493461,1.151040936633571,83,0
Tamil Nadu,Chennai,Mylapore,600004,466/6,70177,Agricultural,1791,125687007,7318,513555286,7062,495589974,Female,Yes,1,Not Graduate,No,55800,38064,93864,0.0,Rural,441288444,300,0.8592812809641687,39.453641174345584,98,0
Maharashtra,Pune,Kothrud,411038,416/7,10951,Commercial,4239,46421289,12980,142143980,12779,139942829,Male,No,0,Graduate,No,20392,0,20392,1.0,Semiurban,130848043,240,0.9205317242418567,57.732140329197335,56,1
Telangana,Rangareddy,Puppalguda,500090,438/5,37086,Industrial,3010,111628860,8270,306701220,8039,298134354,Male,No,1,Graduate,No,47132,0,47132,1.0,Semiurban,205302806,360,0.6693902489204314,35.04864657341652,46,1
Maharashtra,Nagpur,Dharampeth,440010,172/5,1500,Commercial,2402,3603000,5642,8463000,5699,8548500,Male,No,2,Graduate,Yes,24068,0,24068,1.0,Semiurban,6860642,240,0.8106631218244121,2.564690743391983,52,0
